"edu_id","match_fam_id","edu_BirthYear","edu_GenderNum","edu_GenderNum.1","edu_ParentOcc","edu_ParentSES","edu_AdmissionYear","edu_YearStart","edu_YearFinish","edu_YearsOut","edu_SchoolLeavingAge","edu_LeaveIslands","edu_CompletedEdu","edu_FurtherEduVOther","edu_StaysCompletedEdu","adult_fam.id","adult_SES","adult_Fertility","deaths_id","deaths_DeathAge"
2886,836,1945,"1","1","Boatman",57.2,1950,1950,1958,NA,13,"1","0","1",NA,NA,NA,NA,NA,NA
2891,NA,1946,"1","1","Quay.Labourer",50.83,NA,NA,1952,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
3037,996,1950,"1","1","Electrician",57.47,1955,1955,1957,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
2954,938,1947,"1","1","Hotelier",58.61,1952,1952,1958,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2155,420,1915,"1","1","Butcher",50.81,1920,1920,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
2943,928,1947,"0","0","Labourer",34.52,1951,1951,1962,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
2363,521,1925,"1","1","Labourer",34.52,1928,1928,1928,NA,3,"0","1","0",1,NA,NA,NA,NA,NA
1625,1004,1901,"1","1","",NA,1908,1908,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
2529,660,1930,"0","0","Labourer",34.52,1936,1936,1944,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2274,1004,1916,"0","0","",NA,1925,1925,1925,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2673,749,1928,"0","0","Farmer",51.61,1942,1942,1942,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2540,633,1931,"0","0","Labourer",34.52,1936,1936,1945,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2208,459,1916,"0","0","Lightkeeper",51.63,1923,1923,1923,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
2236,474,1917,"0","0","Lightkeeper",51.63,1925,1925,1927,NA,10,"0","1",NA,1,NA,NA,NA,NA,NA
2626,716,1935,"0","0","Boatman",57.2,1940,1940,1946,3,11,"1","0","1",NA,NA,NA,NA,NA,NA
1936,1004,1909,"0","0","",NA,1915,1915,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2133,420,1912,"0","0","Butcher",50.81,1920,1920,1925,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1635,1004,1901,"0","0","",NA,1908,1908,1908,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
2853,1004,1944,"0","0","",NA,1949,1949,1958,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1623,1004,1900,"1","1","",NA,1908,1908,1914,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1416,179,1893,"1","1","Sailor",50.99,1900,1900,1907,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2228,470,1913,"1","1","Lightkeeper",51.63,1923,1923,1927,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1410,224,1894,"1","1","Farmer",51.61,1900,1900,1903,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2062,1004,1911,"1","1","",NA,1918,1918,1925,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1815,1004,1903,"1","1","",NA,1911,1911,1913,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
1849,314,1909,"1","1","Boatman",57.2,1912,1912,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2524,655,1928,"1","1","Customs.Officer",61.5,1936,1936,1942,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2679,753,1933,"1","1","Lorry.Driver",45.04,1942,1942,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2968,948,1947,"1","1","Electrician",57.47,1952,1952,1963,NA,16,"1","0","1",NA,NA,NA,NA,NA,NA
1484,116,1892,"1","1","Mason",49.9,1905,1905,1906,NA,14,"1",NA,NA,NA,NA,NA,NA,NA,NA
2122,414,1910,"1","1","Coastguard",57.72,1920,1920,NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,NA
1576,147,1898,"1","1","Labourer",34.52,1906,1906,1912,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1357,192,1891,"1","1","Lightkeeper",51.63,1897,1897,1902,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
2888,887,1945,"1","1","Electrician",57.47,1950,1950,1960,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1401,149,1893,"1","1","Labourer",34.52,1900,1900,1908,NA,15,"0",NA,NA,NA,NA,NA,NA,3950,33
1727,1004,1904,"1","1","",NA,1911,1911,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
2571,686,1933,"1","1","Farmer",51.61,1938,1938,1948,2,15,"0","1","0",1,NA,NA,NA,NA,NA
1965,336,1905,"1","1","Skipper",61.88,1916,1916,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1366,175,1891,"1","1","Carpenter",50,1898,1898,1900,NA,9,"0",NA,NA,NA,NA,NA,NA,NA,NA
1759,1004,1905,"1","1","",NA,1910,1910,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1134,53,1878,"1","1","Labourer",34.52,1886,1886,1888,NA,10,"0",NA,NA,NA,NA,NA,NA,NA,NA
2928,917,1946,"1","1","Labourer",34.52,1951,1951,1961,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
1509,1004,1900,"1","1","",NA,1906,1906,1914,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
2281,497,1920,"1","1","Farmer",51.61,1920,1920,1934,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1391,217,1886,"1","1","Painter",38.33,1899,1899,1899,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
2121,414,1908,"1","1","Coastguard",57.72,1920,1920,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
1375,206,1891,"1","1","Labourer",34.52,1898,1898,1900,NA,9,"0",NA,NA,NA,NA,NA,NA,3277,66
1631,1004,1900,"1","1","",NA,1908,1908,1914,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1317,141,1887,"1","1","Labourer",34.52,1895,1895,1900,NA,13,"0",NA,NA,NA,NA,NA,NA,3424,76
1148,48,1875,"1","1","Farmer",51.61,1886,1886,1888,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
2970,950,1948,"1","1","Farmer",51.61,1952,1952,1955,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
2437,542,1927,"1","1","Fisherman",52.66,1931,1931,1941,1,14,"0","1",NA,1,NA,NA,NA,NA,NA
1132,62,1875,"1","1","Carpenter",50,1886,1886,1888,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1211,125,1881,"1","1","Carpenter",50,1889,1889,1895,NA,14,"0",NA,NA,NA,NA,NA,NA,3905,72
2967,947,1947,"1","1","Council.Worker",68.95,1952,1952,1962,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2912,NA,1944,"1","1","Farm.Labourer",52.02,NA,NA,1959,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
1282,154,1887,"1","1","Labourer",34.52,1893,1893,1901,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2425,584,1916,"1","1","Lightkeeper",51.63,1931,1931,1932,NA,16,"0","1",NA,1,NA,NA,NA,4223,18
1090,69,1877,"1","1","Carpenter",50,1884,1884,1892,NA,15,"0",NA,NA,NA,934,50,6,4305,72
1719,1004,1901,"1","1","",NA,1911,1911,1915,NA,14,"1",NA,NA,NA,NA,NA,NA,4306,34
1150,63,1879,"1","1","Farmer",51.61,1886,1886,1893,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2944,929,1947,"0","0","Plasterer",50,1951,1951,1962,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2634,722,NA,"1","1","Coastguard",57.72,1941,1941,1943,1,NA,"0","1",NA,1,NA,NA,NA,NA,NA
1326,132,1890,"1","1","Lightkeeper",51.63,1896,1896,1898,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
2319,410,1922,"1","1","Farmer",51.61,1927,1927,1936,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2714,779,1937,"1","1","R.A.F.",57.72,1944,1944,1945,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
1397,221,1889,"1","1","Coastguard",57.72,1900,1900,1904,NA,15,"0",NA,NA,NA,NA,NA,NA,NA,NA
2169,439,1916,"1","1","Naval.Sailor",50.99,1921,1921,1931,NA,15,"1",NA,NA,NA,NA,NA,NA,NA,NA
2764,1004,1936,"1","1","R.I.A.S",NA,1946,1946,1946,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
1047,41,1874,"1","1","Lightkeeper",51.63,1882,1882,1888,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2921,912,1946,"1","1","Farmer",51.61,1951,1951,1954,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
1111,52,1877,"1","1","Blacksmith",46.09,1885,1885,1887,NA,10,"0",NA,NA,NA,NA,NA,NA,NA,NA
1910,324,1908,"1","1","Farmer",51.61,1914,1914,1922,NA,14,"1","0","1",NA,NA,NA,NA,NA,NA
1987,348,1904,"1","1","R.N.R.",57.72,1916,1916,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2300,1004,1922,"1","1","",NA,1926,1926,1937,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
1389,216,1893,"1","1","Farmer",51.61,1899,1899,1907,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2163,210,1915,"1","1","Labourer",34.52,1921,1921,1929,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2031,365,1909,"1","1","Skipper.(R.N.R.)",61.88,1917,1917,1918,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2127,417,1916,"1","1","Customs.Officer",61.5,1920,1920,1920,NA,4,"1",NA,NA,NA,NA,NA,NA,NA,NA
2327,514,1921,"1","1","Carpenter",50,1927,1927,1936,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
2152,430,1910,"1","1","Farm.Labourer",52.02,1920,1920,1924,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2669,745,1937,"1","1","Lefttenant",79.41,1942,1942,1952,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2745,614,1940,"1","1","Labourer",34.52,1945,1945,1955,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2771,808,NA,"1","1","Boatman",57.2,1946,1946,1957,NA,NA,"1","0","1",NA,NA,NA,NA,NA,NA
2836,856,1943,"1","1","Farmer",51.61,1948,1948,1954,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2775,728,1941,"1","1","Shopkeeper",50.04,1946,1946,1947,NA,6,"1","0","1",NA,NA,NA,NA,NA,NA
2005,1004,1911,"1","1","",NA,1916,1916,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2911,904,1942,"1","1","Coastguard",57.72,1950,1950,1957,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
2486,627,1928,"1","1","Motor.Transport",42.54,1934,1934,1934,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
2266,1004,1920,"1","1","",NA,1925,1925,1934,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2776,812,1941,"1","1","RAF",57.72,1946,1946,1956,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1698,1004,1904,"1","1","",NA,1910,1910,1917,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
2890,889,1946,"1","1","Farmer",51.61,1950,1950,1961,NA,15,"1",NA,NA,NA,NA,NA,NA,NA,NA
3033,836,1949,"1","1","Boatman",57.2,1954,1954,NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA,NA
2839,859,1939,"1","1","Engineer",82.83,1948,1948,1949,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
1600,1004,1899,"1","1","",NA,1907,1907,1913,NA,14,"0","1",NA,1,NA,NA,NA,3388,68
1896,1004,1907,"1","1","",NA,1913,1913,1922,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
1845,1004,1908,"0","0","",NA,1912,1912,1922,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2678,752,1937,"1","1","Army",57.72,1942,1942,1942,NA,5,"1",NA,NA,NA,NA,NA,NA,NA,NA
1829,306,1907,"1","1","Coastguard",57.72,1912,1912,1913,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
2293,1004,1921,"1","1","",NA,1926,1926,1935,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1930,1004,1910,"1","1","",NA,1915,1915,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2462,613,1927,"1","1","Farm.Labourer",52.02,1933,1933,1941,1,14,"1",NA,NA,NA,NA,NA,NA,NA,NA
2141,425,1916,"1","1","Lightkeeper",51.63,1920,1920,1920,NA,4,"0","1",NA,1,NA,NA,NA,NA,NA
1689,1004,1903,"1","1","",NA,1910,1910,NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA
2902,897,1946,"1","1","Doctor",74.11,1950,1950,1953,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
2370,453,1924,"0","0","Farmer",51.61,1929,1929,1938,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2652,737,1936,"0","0","Labourer",34.52,1941,1941,1951,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2419,581,1927,"0","0","Coaling",33.2,1931,1931,1940,NA,13,"1","0","1",NA,NA,NA,NA,NA,NA
1861,320,1904,"0","0","Captain",79.41,1912,1912,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
1649,1004,1898,"0","0","",NA,1908,1908,1909,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
1524,195,1894,"0","0","Labourer",34.52,1906,1906,1909,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2591,652,1934,"0","0","Labourer",34.52,1939,1939,1945,NA,11,"0","1",NA,1,NA,NA,NA,NA,NA
3027,992,1940,"0","0","Farm.Labourer",52.02,1954,1954,1955,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2867,873,1935,"0","0","Coastguard",57.72,1949,1949,1950,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2608,608,1934,"0","0","Sexton",61.2,1939,1939,1949,1,15,"0","1","0",1,NA,NA,NA,NA,NA
2951,935,NA,"0","0","Butcher's.Clerk",58.68,1951,1951,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2622,1004,1927,"0","0","",NA,1940,1940,1940,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
2833,825,1943,"0","0","Labourer",34.52,1948,1948,1958,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2564,681,1932,"0","0","Farmer",51.61,1938,1938,1945,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
2507,643,1922,"0","0","Bank.Manager",71.98,1935,1935,1937,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
2539,666,1931,"0","0","Farmer",51.61,1936,1936,1942,NA,11,"0","1",NA,1,NA,NA,NA,NA,NA
2633,721,NA,"1","1","Manager",66.98,1941,1941,1943,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
1688,1004,1903,"1","1","",NA,1910,1910,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
2317,507,1922,"1","1","Farmer",51.61,1927,1927,1937,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
3000,973,1948,"1","1","Farm.Labourer",52.02,1953,1953,1957,NA,9,"1","1","0",NA,NA,NA,NA,NA,NA
2131,1004,1910,"1","1","Widow",NA,1920,1920,1920,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2631,719,1934,"0","0","Sailor",50.99,1940,1940,1941,NA,7,"0","1",NA,1,NA,NA,NA,NA,NA
1933,1004,1910,"0","0","",NA,1915,1915,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1940,1004,1912,"0","0","",NA,1915,1915,1927,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
1858,319,1904,"0","0","Lightkeeper",51.63,1912,1912,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
1889,1004,1908,"1","1","",NA,1913,1913,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1833,1004,1908,"1","1","",NA,1912,1912,1914,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
1924,330,1908,"1","1","Farmer",51.61,1914,1914,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2306,1004,1923,"0","0","",NA,1927,1927,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
2017,360,1910,"0","0","Soldier",38.7,1917,1917,1918,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
2321,510,1924,"1","1","Sailor",50.99,1927,1927,1937,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
2855,1004,1943,"0","0","",NA,1949,1949,1949,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
2806,832,1942,"0","0","Hotel",60.56,1947,1947,1954,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
2841,1004,1943,"1","1","",NA,1949,1949,1949,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
1893,1004,1910,"1","1","",NA,1913,1913,1924,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1400,222,1894,"1","1","Labourer",34.52,1900,1900,1907,NA,13,"0","1","0",1,NA,NA,NA,NA,NA
1028,23,1874,"1","1","Coastguard",57.72,1881,1881,1888,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1163,104,1873,"1","1","Coastguard",57.72,1886,1886,1888,NA,15,"0",NA,NA,NA,NA,NA,NA,NA,NA
1359,196,1891,"1","1","Blacksmith",46.09,1897,1897,1900,NA,9,"0",NA,NA,NA,NA,NA,NA,4148,60
1070,59,1875,"1","1","Labourer",34.52,1883,1883,1884,NA,9,"0",NA,NA,NA,1527,34.52,1,NA,NA
2988,964,1940,"0","0","Shipwright",57.97,1953,1953,1955,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2034,367,1907,"0","0","Skipper",61.88,1917,1917,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
3051,1004,1948,"0","0","MRCYS",NA,1955,1955,1959,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
1003,4,1870,"1","1","Labourer",34.52,1877,1877,1885,NA,15,"0",NA,NA,NA,NA,NA,NA,NA,NA
1210,63,1882,"1","1","Farmer",51.61,1889,1889,1896,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
3007,889,1949,"0","0","Farmer",51.61,1953,1953,1964,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
2974,953,1948,"0","0","Fisherman",52.66,1952,1952,1959,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2874,878,1944,"0","0","Pharmacist",66.41,1949,1949,1952,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
2646,731,1932,"0","0","Military",57.72,1941,1941,1941,NA,9,"0","1",NA,1,NA,NA,NA,NA,NA
1894,1004,1908,"0","0","",NA,1913,1913,1922,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2762,801,1940,"0","0","Farmer",51.61,1946,1946,1947,NA,7,"1","0","1",NA,NA,NA,NA,NA,NA
2981,960,1941,"0","0","Greenkeeper",52.59,1953,1953,1954,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
2499,639,1926,"0","0","D.O.Coastguard",57.72,1934,1934,1939,NA,13,"1","0","1",NA,NA,NA,NA,NA,NA
2842,860,1935,"0","0","Lighthouse.Keeper",51.63,1949,1949,NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA,NA
2330,516,1920,"0","0","Author.&.Schoolmaster",77.76,1927,1927,1927,NA,7,"0","1",NA,1,NA,NA,NA,NA,NA
2428,587,1925,"0","0","Carpenter",50,1931,1931,1940,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
2094,397,1908,"1","1","Baker",39.63,1919,1919,1922,NA,14,"0","1",NA,1,NA,NA,NA,3195,25
1469,175,1897,"1","1","Carpenter",50,1904,1904,1911,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1065,55,1876,"1","1","Labourer",34.52,1883,1883,1887,NA,11,"0",NA,NA,NA,999,34.52,2,NA,NA
2490,631,1927,"1","1","Doctor-.retired",74.11,1934,1934,1938,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2383,552,1923,"1","1","Lightkeeper",51.63,1930,1930,1935,1,12,"1",NA,NA,NA,NA,NA,NA,3177,75
1372,204,1892,"1","1","Labourer",34.52,1898,1898,1900,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
1463,249,1896,"1","1","Carpenter",50,1903,1903,1904,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
1588,300,1896,"1","1","Baker",39.63,1906,1906,1906,NA,10,"0",NA,NA,NA,NA,NA,NA,NA,NA
1417,220,1892,"1","1","Carpenter",50,1900,1900,1906,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1650,303,1898,"1","1","Lightkeeper",51.63,1909,1909,1912,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1454,60,1896,"1","1","Labourer",34.52,1903,1903,1910,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1443,178,1895,"1","1","Labourer",34.52,1902,1902,1909,NA,14,"0","1",NA,1,NA,NA,NA,4139,54
1964,336,1907,"1","1","Skipper",61.88,1916,1916,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2685,757,1933,"0","0","Dock.Labourer",50.83,1943,1943,1943,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2245,466,1919,"0","0","Labourer",34.52,1924,1924,1924,NA,5,"0","1",NA,1,NA,NA,NA,NA,NA
2221,1004,1915,"0","0","",NA,1923,1923,1925,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
3017,985,1949,"1","1","Farmer",51.61,1953,1953,1964,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1847,313,1907,"1","1","Farmer",51.61,1912,1912,1922,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
1303,1004,NA,"1","1","",NA,1894,1894,1894,NA,NA,"0",NA,NA,NA,1206,51.61,1,NA,NA
1449,243,1894,"1","1","R.G.A.",57.72,1902,1902,1903,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
1777,1004,1906,"1","1","",NA,1910,1910,1912,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
1245,44,1882,"1","1","Labourer",34.52,1891,1891,1893,NA,11,"0",NA,NA,NA,NA,NA,NA,NA,NA
1596,1004,1900,"1","1","",NA,1907,1907,1913,NA,13,"0","1","0",1,NA,NA,NA,NA,NA
1285,136,1886,"1","1","Labourer",34.52,1893,1893,1899,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1798,1004,1907,"1","1","",NA,1910,1910,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1323,179,1889,"1","1","Mariner",50.99,1896,1896,1902,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
2998,908,1948,"1","1","Coastguard",57.72,1953,1953,1955,NA,7,"0",NA,NA,NA,NA,NA,NA,NA,NA
1288,158,1882,"1","1","Carpenter",50,1893,1893,1895,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
2870,876,1945,"1","1","Chemist",66.41,1949,1949,1956,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
2696,766,1938,"1","1","Labourer/R.A.F.",57.72,1943,1943,1949,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
1776,1004,1905,"1","1","",NA,1910,1910,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
3012,981,1949,"1","1","Carrier",57.63,1953,1953,1964,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
1749,1004,1904,"1","1","",NA,1908,1908,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2832,854,1943,"0","0","Labourer",34.52,1948,1948,1958,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2982,1004,1944,"0","0","Retired",NA,1953,1953,1953,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2971,951,1948,"0","0","Carrier",57.63,1952,1952,1963,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2865,871,1944,"0","0","Waiter",49.81,1949,1949,1959,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2847,1004,1944,"0","0","",NA,1949,1949,1959,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
2896,880,1946,"0","0","Farmer",51.61,1950,1950,1955,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2914,907,1943,"0","0","Farmer",51.61,1951,1951,1954,NA,11,"0",NA,NA,NA,NA,NA,NA,NA,NA
2362,540,1923,"0","0","Carpenter",50,1928,1928,1938,NA,15,"0",NA,NA,NA,NA,NA,NA,NA,NA
2995,969,1948,"0","0","Farm.Labourer",52.02,1953,1953,1964,NA,16,"1","0","1",NA,NA,NA,NA,NA,NA
1901,1004,1904,"1","1","",NA,1913,1913,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1817,1004,1905,"1","1","",NA,1911,1911,1913,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
1101,48,1878,"1","1","Farmer",51.61,1884,1884,1886,NA,8,"0",NA,NA,NA,NA,NA,NA,3723,8
2217,1004,1914,"1","1","Widow",NA,NA,NA,1925,NA,11,"0",NA,NA,NA,NA,NA,NA,NA,NA
1358,174,1890,"1","1","Labourer",34.52,1897,1897,1904,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
2644,1004,1935,"1","1","",NA,1941,1941,1941,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
1092,10,1877,"1","1","Shoemaker",47.38,1884,1884,1891,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2916,NA,1936,"0","0","Lightkeeper",51.63,NA,NA,1951,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2519,652,1930,"0","0","Labourer",34.52,1935,1935,1944,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1973,340,1912,"0","0","Mason",49.9,1916,1916,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2854,1004,1944,"0","0","",NA,1949,1949,1952,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
1935,1004,1911,"0","0","",NA,1915,1915,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2873,877,1942,"0","0","Coastguard",57.72,1949,1949,1950,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
2422,583,1921,"0","0","Coastguard",57.72,1931,1931,1935,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2449,1004,1927,"0","0","",NA,1932,1932,1941,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2809,833,1942,"0","0","Farmer",51.61,1948,1948,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
2256,1004,1920,"0","0","",NA,1924,1924,1934,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2380,458,1924,"0","0","Labourer",34.52,1929,1929,1938,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2859,755,1944,"0","0","Farmer",51.61,1949,1949,1955,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
