"edu_id","match_fam_id","edu_BirthYear","edu_GenderNum","edu_GenderNum.1","edu_ParentOcc","edu_ParentSES","edu_AdmissionYear","edu_YearStart","edu_YearFinish","edu_YearsOut","edu_SchoolLeavingAge","edu_LeaveIslands","edu_CompletedEdu","edu_FurtherEduVOther","edu_StaysCompletedEdu","adult_fam.id","adult_SES","adult_Fertility","deaths_id","deaths_DeathAge"
1277,150,1885,"1","1","Lightkeeper",51.63,1893,1893,1893,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
2708,775,1939,"1","1","Labourer",34.52,1944,1944,1950,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
1959,1004,1903,"1","1","",NA,1915,1915,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1376,57,1892,"1","1","Labourer",34.52,1898,1898,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2130,419,1916,"1","1","Farm.Labourer",52.02,1920,1920,1930,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1248,136,1885,"1","1","Labourer",34.52,1891,1891,1898,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1785,1004,1906,"1","1","",NA,1909,1909,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1279,102,1884,"1","1","Labourer",34.52,1893,1893,1897,NA,13,"0",NA,NA,NA,NA,NA,NA,4038,74
1342,187,1889,"1","1","Labourer",34.52,1896,1896,1903,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1374,205,1884,"1","1","Customs.Officer",61.5,1898,1898,1899,NA,15,"1",NA,NA,NA,NA,NA,NA,NA,NA
1241,133,1882,"1","1","Coastguard",57.72,1891,1891,1894,NA,12,"0",NA,NA,NA,NA,NA,NA,NA,NA
1036,34,1874,"1","1","Outfitter",50.04,1881,1881,1888,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2493,634,1928,"1","1","Vicar.of.St.Mary's",74.23,1934,1934,1938,NA,10,"1","0","1",NA,NA,NA,NA,NA,NA
2717,1004,1937,"1","1","Evacuee",NA,1944,1944,1944,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
2699,768,1939,"1","1","Farmer/Navy",57.72,1944,1944,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2579,676,1933,"1","1","Labourer",34.52,1938,1938,1940,NA,7,"0","1",NA,1,NA,NA,NA,NA,NA
1259,142,1884,"1","1","Labourer",34.52,1892,1892,1898,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1147,6,1875,"1","1","Farmer",51.61,1886,1886,1889,NA,14,"0",NA,NA,NA,NA,NA,NA,4217,61
2175,441,1917,"1","1","Coastguard",57.72,1921,1921,1923,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
2290,346,1919,"1","1","Farmer",51.61,1926,1926,1934,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
1258,138,1884,"1","1","Farmer",51.61,1892,1892,1898,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1284,156,1885,"1","1","Labourer",34.52,1893,1893,1898,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1446,241,1895,"1","1","Sailor",50.99,1902,1902,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
1513,1004,1898,"1","1","",NA,1906,1906,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2318,508,1922,"1","1","Farmer",51.61,1927,1927,1934,NA,12,"1","0","1",NA,NA,NA,NA,NA,NA
1174,109,1881,"1","1","Master.Mariner",61.88,1887,1887,1890,NA,9,"0",NA,NA,NA,NA,NA,NA,NA,NA
1310,170,1887,"1","1","Coastguard",57.72,1895,1895,1900,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
2171,1004,1917,"1","1","Widow",NA,1921,1921,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2396,563,1923,"1","1","Seaman",50.99,1930,1930,1937,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1966,336,1903,"1","1","Skipper",61.88,1916,1916,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1388,190,1892,"1","1","Farmer",51.61,1899,1899,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
2515,649,1929,"1","1","Labourer",34.52,1935,1935,1935,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
2651,736,1936,"1","1","Labourer",34.52,1941,1941,1950,NA,14,"1","1","0",NA,NA,NA,NA,NA,NA
1064,54,1875,"1","1","Carpenter",50,1883,1883,1884,NA,9,"0",NA,NA,NA,NA,NA,NA,NA,NA
1909,1004,1908,"1","1","",NA,1913,1913,1921,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
2704,673,1937,"1","1","Farmer",51.61,1944,1944,1948,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
1229,1004,1883,"1","1","",NA,1890,1890,1897,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2887,789,1945,"1","1","Farmer",51.61,1950,1950,1960,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1037,10,1874,"1","1","Shoemaker",47.38,1881,1881,1887,NA,13,"0",NA,NA,NA,922,52.66,2,NA,NA
2522,655,1924,"1","1","Customs.Officer",61.5,1936,1936,1939,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
1874,1004,1907,"1","1","",NA,1913,1913,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
2455,606,1919,"1","1","Marine.Engineer",82.83,1932,1932,1935,NA,16,"0","1",NA,1,NA,NA,NA,NA,NA
1218,43,1881,"1","1","Labourer",34.52,1889,1889,1893,NA,12,"0",NA,NA,NA,NA,NA,NA,4548,13
1721,1004,1903,"1","1","",NA,1911,1911,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1722,1004,1903,"1","1","",NA,1911,1911,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1382,211,1892,"1","1","Fisherman",52.66,1899,1899,1900,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
1362,198,1889,"1","1","Diver",49.02,1898,1898,1898,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2263,351,1920,"1","1","Farmer",51.61,1925,1925,1934,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1044,15,1875,"1","1","Boatman",57.2,1881,1881,1888,NA,13,"0",NA,NA,NA,952,51.61,1,NA,NA
1354,186,1891,"1","1","Shoemaker",47.38,1897,1897,1904,NA,13,"0","1","0",1,NA,NA,NA,NA,NA
2039,369,1907,"1","1","Stoker",56.47,1917,1917,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1660,1004,1901,"1","1","",NA,1909,1909,1909,NA,8,"0","1",NA,1,NA,NA,NA,NA,NA
1886,1004,1907,"1","1","",NA,1913,1913,1921,NA,14,"1","0","1",NA,NA,NA,NA,NA,NA
1023,23,1872,"1","1","Coastguard",57.72,1879,1879,1886,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1685,1004,1903,"1","1","",NA,1910,1910,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
1220,102,1881,"1","1","Labourer",34.52,1889,1889,1894,NA,13,"0",NA,NA,NA,1218,57.63,4,4039,73
1830,1004,1908,"1","1","",NA,1912,1911,1920,NA,12,"1",NA,NA,NA,NA,NA,NA,4087,60
1172,60,1880,"1","1","Labourer",34.52,1887,1887,1894,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1013,14,1872,"1","1","Boarding.Clerk",58.68,1879,1879,1886,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1026,12,1873,"1","1","Carpenter",50,1880,1880,1885,NA,12,"0",NA,NA,NA,NA,NA,NA,NA,NA
1493,649,1899,"1","1","Labourer",34.52,1905,1905,1913,NA,14,"0","1","0",1,NA,NA,NA,4366,71
2426,585,1925,"1","1","Labourer",34.52,1931,1931,1939,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1312,130,1886,"1","1","Labourer",34.52,1895,1895,1899,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1069,58,1876,"1","1","Farmer",51.61,1883,1883,1889,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1646,302,1900,"0","0","Coastguard",57.72,1908,1908,1910,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2400,567,1925,"0","0","Labourer",34.52,1930,1930,1938,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
2618,713,1934,"0","0","Arthur",71.93,1940,1940,1940,NA,6,"0","1",NA,1,NA,NA,NA,NA,NA
1705,1004,1904,"0","0","",NA,1910,1910,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2973,697,1948,"0","0","Council.Worker",68.95,1952,1952,1963,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
3028,992,1948,"0","0","Farm.Labourer",52.02,1954,1954,1959,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
1958,334,1908,"0","0","H.M.Navy",57.72,1915,1915,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2500,1004,NA,"0","0","",NA,1935,1935,1941,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
2672,748,1929,"0","0","Army.",57.72,1942,1942,1942,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
2492,633,1929,"0","0","Labourer",34.52,1934,1934,1943,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2146,370,1916,"0","0","Farmer",51.61,1920,1920,1931,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
1859,1004,1900,"0","0","",NA,1912,1912,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2044,373,1910,"0","0","Soldier",38.7,1917,1917,1925,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
1700,284,1902,"0","0","Labourer",34.52,1910,1910,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
2799,723,1942,"0","0","Carpenter",50,1947,1947,1958,NA,16,"1","0","1",NA,NA,NA,NA,NA,NA
2768,805,NA,"0","0","Carpenter",50,1946,1946,1952,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2964,945,1947,"0","0","Grocer",50.04,1952,1952,1956,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
1932,1004,1907,"1","1","",NA,1915,1915,1921,NA,14,"1",NA,NA,NA,NA,NA,NA,NA,NA
2544,669,1931,"0","0","Farmer",51.61,1937,1937,1942,NA,11,"0","1",NA,1,NA,NA,NA,NA,NA
2665,743,1937,"0","0","Army.Soldier",38.7,1942,1942,1942,NA,5,"0","1",NA,1,NA,NA,NA,NA,NA
2860,866,1945,"0","0","Soldier",38.7,1949,1949,1956,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
1843,1004,1907,"0","0","",NA,1912,1912,1921,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1612,1004,1900,"0","0","",NA,1907,1907,1914,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1580,297,1898,"0","0","Labourer",34.52,1906,1906,1910,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
2103,403,1913,"0","0","Sailor",50.99,1919,1919,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1533,147,1893,"0","0","Labourer",34.52,1906,1906,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
2132,1004,1911,"0","0","Widow",NA,1920,1920,1920,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
1801,1004,1906,"0","0","",NA,1910,1910,1921,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
1550,194,1897,"0","0","Boatman",57.2,1906,1906,1910,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
1735,1004,1904,"0","0","",NA,1911,1911,1911,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
1583,299,1899,"0","0","Labourer",34.52,1906,1906,1913,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2029,364,1913,"0","0","Engineer",82.83,1917,1917,1918,NA,5,"1",NA,NA,NA,NA,NA,NA,NA,NA
2440,568,1921,"0","0","Postman",45.47,1931,1931,1931,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2018,360,1912,"0","0","Soldier",38.7,1917,1917,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2650,735,1935,"0","0","Military",57.72,1941,1941,1941,NA,6,"0","1",NA,1,NA,NA,NA,NA,NA
2242,478,1915,"0","0","Waiter",49.81,1924,1924,1924,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2746,791,1932,"0","0","Labourer",34.52,1945,1945,1945,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
2257,1004,1921,"0","0","",NA,1925,1925,1935,3,14,"1",NA,NA,NA,NA,NA,NA,NA,NA
2561,679,1932,"0","0","Lifeboat.Engineer",82.83,1937,1937,1946,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1639,1004,1900,"0","0","",NA,1908,1908,1914,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1820,1004,1906,"0","0","",NA,1911,1911,NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA
2258,1004,1921,"0","0","",NA,1925,1925,1929,NA,8,"0","1",NA,1,NA,NA,NA,NA,NA
2831,853,1943,"1","1","Fisherman",52.66,1948,1948,1958,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2777,813,1941,"1","1","Farmer",51.61,1946,1946,1952,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2953,937,1946,"1","1","Farm.Labourer",52.02,1952,1952,1962,NA,16,"0",NA,NA,NA,NA,NA,NA,NA,NA
3025,991,1948,"1","1","Policeman",44.68,1954,1954,1956,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
2682,755,1938,"1","1","Farmer",51.61,1943,1943,1948,NA,10,"1","0","1",NA,NA,NA,NA,NA,NA
2997,971,1948,"1","1","Electrician",57.47,1953,1953,1955,NA,7,"1","1","0",NA,NA,NA,NA,NA,NA
2923,914,1946,"1","1","Fisherman.Pilot",61.88,1951,1951,1961,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
2442,247,1926,"1","1","Carpenter",50,1931,1931,1940,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1832,1004,1909,"1","1","",NA,1912,1912,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2498,638,NA,"1","1","Labourer",34.52,1934,1934,1937,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
2621,1004,1933,"1","1","",NA,1940,1940,1940,NA,7,"0","1",NA,1,NA,NA,NA,NA,NA
2858,865,1944,"1","1","Shop.Assistant",53.33,1949,1949,1955,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
3030,993,1949,"1","1","Fireman",56.47,1954,1954,1965,NA,16,"1","0","1",NA,NA,NA,NA,NA,NA
3015,926,1949,"1","1","Electrician",57.47,1953,1953,1964,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
2303,1004,1919,"0","0","Widow",NA,1926,1926,1934,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
2089,395,1914,"1","1","Labourer",34.52,1918,1918,1928,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2439,596,1926,"0","0","Fisherman",52.66,1931,1931,1941,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
2225,469,1918,"1","1","Housekeeper",60.06,1923,1923,1931,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
2737,786,1935,"1","1","R.N.",57.72,1945,1945,1949,NA,14,"1",NA,NA,NA,NA,NA,NA,NA,NA
1426,232,1895,"1","1","Lightkeeper",51.63,1901,1901,1902,NA,7,"0","1","0",1,NA,NA,NA,NA,NA
1920,118,1911,"1","1","Farmer",51.61,1914,1914,NA,NA,NA,"0","1",NA,NA,NA,NA,NA,4490,29
1885,1004,1908,"0","0","",NA,1913,1913,1922,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1741,306,1900,"0","0","Coastguard",57.72,1911,1911,1913,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
2390,558,1925,"0","0","Farmer",51.61,1930,1930,1938,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
1511,1004,1899,"1","1","",NA,1906,1906,1906,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
1497,266,1897,"1","1","Labourer",34.52,1906,1906,1907,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
1881,1004,1908,"1","1","",NA,1913,1913,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1456,247,1896,"1","1","Carpenter",50,1903,1903,1910,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1015,16,1872,"1","1","Boarding.Clerk",58.68,1879,1879,1886,NA,14,"0",NA,NA,NA,945,50,5,3525,81
1855,318,1908,"1","1","Coastguard",57.72,1912,1912,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1394,219,1892,"1","1","Baker",39.63,1900,1900,1900,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
1969,338,1908,"1","1","Soldier",38.7,1916,1916,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1629,1004,1901,"1","1","",NA,1908,1908,1911,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
1878,1004,1907,"1","1","",NA,1913,1913,1921,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2733,782,1939,"1","1","Farmer",51.61,1945,1945,1954,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2703,616,1938,"1","1","Labourer",34.52,1944,1944,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2728,1004,1932,"1","1","Evacuee",NA,1944,1944,1945,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
1761,1004,1904,"1","1","",NA,1910,1910,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1905,1004,1909,"1","1","",NA,1913,1913,1921,NA,12,"0","1",NA,1,NA,NA,NA,NA,NA
2947,932,1944,"0","0","Bank.Clerk",71.98,1950,1950,1951,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
1854,1004,1908,"1","1","",NA,1912,1912,1921,NA,13,"0","1","0",1,NA,NA,NA,NA,NA
1943,1004,1907,"1","1","",NA,1915,1915,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1990,349,1912,"1","1","Blacksmith",46.09,1916,1916,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1604,1004,1900,"1","1","",NA,1907,1907,1912,0,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
1717,1004,1896,"1","1","",NA,1910,1910,1910,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2575,688,1933,"0","0","Lighthouse.Keeper",51.63,1938,1938,1945,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
2612,697,1935,"1","1","Council.Employer",68.95,1940,1940,1943,1,8,"0","1","0",1,NA,NA,NA,NA,NA
1187,21,1880,"1","1","Farmer",51.61,1888,1888,1896,NA,16,"0",NA,NA,NA,NA,NA,NA,NA,NA
1290,160,1883,"1","1","Lightkeeper",51.63,1893,1893,1894,NA,11,"0",NA,NA,NA,NA,NA,NA,NA,NA
2557,676,1932,"1","1","Labourer",34.52,1937,1937,1940,NA,8,"0","1",NA,1,NA,NA,NA,NA,NA
2655,739,1932,"0","0","Baker",39.63,1941,1941,1946,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2138,422,1915,"0","0","Labourer",34.52,1920,1920,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
1781,1004,1906,"0","0","",NA,1911,1911,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
1793,1004,1906,"0","0","",NA,1910,1910,1920,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1927,1004,1911,"0","0","",NA,1914,1914,1925,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
1634,1004,1900,"0","0","",NA,1908,1908,1912,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
1797,1004,1906,"0","0","",NA,1910,1910,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1515,1004,1893,"0","0","",NA,1906,1906,1909,NA,16,"0",NA,NA,NA,NA,NA,NA,NA,NA
1834,1004,1908,"0","0","",NA,1912,1912,1922,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1614,1004,1900,"0","0","",NA,1907,1907,1914,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2151,430,1912,"0","0","Farm.Labourer",52.02,1920,1920,1927,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
2184,329,1917,"0","0","Carpenter",50,1922,1922,1931,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2614,632,1935,"0","0","Labourer",34.52,1940,1940,1944,NA,9,"1","0","1",NA,NA,NA,NA,NA,NA
1986,1004,1905,"0","0","",NA,1916,1916,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1587,204,1898,"0","0","Labourer",34.52,1906,1906,1912,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1562,286,1898,"0","0","Labourer",34.52,1906,1906,1910,1,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
1589,301,1892,"0","0","Registrar",70.4,1907,1907,1907,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1976,342,1907,"0","0","R.N.R.",57.72,1916,1916,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
3032,1004,1949,NA,NA,"",NA,1954,1954,1962,NA,13,"1","0","1",NA,NA,NA,NA,NA,NA
1922,247,1910,"1","1","Carpenter",50,1914,1914,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1792,1004,1906,"1","1","",NA,1909,1909,1920,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2194,351,1917,"1","1","Farmer",51.61,1922,1922,1929,NA,12,"0","1",NA,1,NA,NA,NA,3527,63
2376,548,1922,"0","0","Fish.Merchant",53.49,1929,1929,1929,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
2307,1004,NA,"0","0","",NA,1927,1927,1927,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2445,599,1929,"0","0","Domestic.Help",48.43,1931,1931,1942,1,13,"0","1",NA,1,NA,NA,NA,NA,NA
1764,1004,1904,"0","0","",NA,1910,1910,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2201,454,1917,"0","0","Labourer",34.52,1922,1922,1928,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
2193,450,1917,"0","0","Sailor",50.99,1922,1922,1922,NA,5,"1",NA,NA,NA,NA,NA,NA,NA,NA
2963,891,1947,"0","0","Outfitter",50.04,1952,1952,1962,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1672,1004,1902,"0","0","",NA,1909,1909,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1950,1004,1904,"1","1","",NA,1915,1915,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1928,1004,NA,"0","0","",NA,1915,1915,1919,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1579,296,1899,"0","0","Coastguard",57.72,1906,1906,1911,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
2586,693,1930,"0","0","Plumber",50.38,1939,1939,1940,NA,10,"0","1",NA,1,NA,NA,NA,NA,NA
2186,326,1918,"1","1","Labourer",34.52,1922,1922,1933,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
2918,911,1947,"0","0","Coalman",33.2,1951,1951,1962,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2329,247,1920,"1","1","Carpenter",50,1927,1927,1934,2,14,"1",NA,NA,NA,NA,NA,NA,NA,NA
1800,1004,1906,"0","0","",NA,1910,1910,1916,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2105,405,1911,"0","0","Lightkeeper",51.63,1919,1919,1926,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
1539,277,1896,"0","0","Groundman",52.59,1906,1906,1909,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
1541,278,1895,"0","0","Sexton",61.2,1906,1906,1909,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2056,1004,1914,"0","0","",NA,1918,1918,1926,NA,12,"1","0","1",NA,NA,NA,NA,NA,NA
1734,1004,1904,"0","0","",NA,1911,1911,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1738,305,1902,"0","0","Coastguard",57.72,1911,1911,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
2861,867,1944,"1","1","Radio",54.72,1949,1949,1952,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
2913,906,1942,"1","1","Farmer",51.61,1951,1951,1958,NA,16,"1","0","1",NA,NA,NA,NA,NA,NA
2845,1004,1944,"1","1","",NA,1949,1949,1950,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
2556,640,1932,"1","1","Labourer",34.52,1937,1937,1946,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2662,688,1937,"1","1","Lightkeeper",51.63,1942,1942,1945,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
1667,1004,1902,"0","0","",NA,1909,1909,1912,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2352,532,1924,"1","1","Priest",74.23,1928,1928,1929,NA,5,"1","0","1",NA,NA,NA,NA,NA,NA
1906,1004,1910,"1","1","",NA,1913,1913,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,4369,34
1517,1004,1893,"0","0","",NA,1906,1906,1907,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
2548,594,1932,"0","0","Coastguard",57.72,1937,1937,1937,NA,5,"0","1",NA,1,NA,NA,NA,NA,NA
2168,439,1912,"0","0","Naval.Sailor",50.99,1921,1921,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2952,936,1943,"0","0","Farm.Labourer",52.02,1952,1952,1957,NA,14,"1",NA,NA,NA,NA,NA,NA,NA,NA
2675,751,1936,"0","0","Farmer",51.61,1942,1942,1947,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2701,770,1939,"0","0","Labourer",34.52,1944,1944,1954,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1606,1004,1898,"0","0","",NA,1907,1907,1912,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
2706,773,1932,"0","0","Labourer",34.52,1944,1944,1945,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
2083,391,1915,"0","0","Sailor",50.99,1918,1918,1918,NA,3,"1",NA,NA,NA,NA,NA,NA,NA,NA
2623,1004,1928,"0","0","",NA,1940,1940,1940,NA,12,"0","1",NA,1,NA,NA,NA,NA,NA
3046,1001,1950,"0","0","Lightkeeper",51.63,1955,1955,1957,NA,7,"1","0","1",NA,NA,NA,NA,NA,NA
2659,553,1937,"0","0","Farm.Manager",58.61,1942,1942,1945,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
2948,933,1940,"0","0","Hotel.Worker",48.43,1950,1950,1951,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
1535,273,1895,"0","0","Postman",45.47,1906,1906,1909,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
3008,869,1949,"0","0","Farmer",51.61,1953,1953,1960,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2785,819,1940,"0","0","Labourer",34.52,1947,1947,1947,NA,7,"1","0","1",NA,NA,NA,NA,NA,NA
